county,tract,total_commute,auto,bus,subway_rail,taxi,walk_other,total_drive,veh_occ
New York,025500,2734,0.095,0.545,0.008,0.0,0.352,261,1.0
New York,022200,1257,0.093,0.728,0.021,0.029,0.129,117,2.46
New York,001001,715,0.109,0.587,0.01,0.024,0.27,78,1.03
New York,000700,6515,0.017,0.622,0.019,0.018,0.324,113,1.0
New York,010300,1394,0.038,0.404,0.07,0.078,0.41,53,1.09
New York,003700,1532,0.067,0.501,0.013,0.084,0.335,103,1.13
New York,008601,2067,0.155,0.371,0.016,0.025,0.433,321,1.09
New York,008603,2321,0.093,0.287,0.0,0.093,0.527,217,1.07
New York,004400,8875,0.038,0.673,0.0,0.027,0.262,341,1.0
New York,008602,0,,,,,,0,
New York,017200,2090,0.044,0.746,0.024,0.034,0.152,92,1.0
New York,021303,2753,0.087,0.779,0.034,0.01,0.09,240,1.0
New York,021500,2043,0.091,0.701,0.043,0.011,0.154,185,1.46
New York,021703,11,0.0,0.545,0.0,0.0,0.455,0,
New York,022700,2577,0.025,0.847,0.064,0.034,0.03,64,1.0
New York,023100,4298,0.108,0.772,0.037,0.0,0.083,466,1.13
New York,023801,3030,0.068,0.861,0.004,0.037,0.03,205,1.02
New York,023802,2091,0.129,0.768,0.041,0.016,0.046,270,1.36
New York,024200,1801,0.09,0.775,0.047,0.01,0.078,162,1.05
New York,025700,2558,0.099,0.8,0.013,0.012,0.076,254,1.09
New York,025900,2174,0.113,0.767,0.0,0.046,0.074,246,1.12
New York,006600,7278,0.097,0.494,0.027,0.035,0.347,705,1.08
New York,006800,4563,0.041,0.535,0.005,0.029,0.39,185,1.02
New York,008200,2253,0.076,0.276,0.053,0.083,0.512,172,1.68
New York,008400,1141,0.02,0.474,0.051,0.035,0.42,23,2.0
New York,001600,2951,0.034,0.553,0.008,0.035,0.37,99,1.06
New York,002100,3728,0.053,0.613,0.013,0.024,0.297,198,1.1
New York,002800,3187,0.065,0.668,0.008,0.009,0.25,207,1.0
New York,001300,3097,0.054,0.575,0.034,0.005,0.332,166,1.5
New York,001402,1379,0.048,0.776,0.0,0.014,0.162,66,1.48
New York,002201,2796,0.132,0.691,0.004,0.022,0.151,368,1.61
New York,003001,2520,0.005,0.57,0.004,0.019,0.402,12,1.0
New York,003100,1235,0.036,0.51,0.022,0.02,0.412,45,1.1
New York,003400,3764,0.057,0.737,0.01,0.024,0.172,215,1.23
New York,029900,1151,0.201,0.731,0.006,0.022,0.04,231,1.2
New York,031703,2664,0.086,0.468,0.0,0.026,0.42,229,1.14
New York,019800,1160,0.077,0.787,0.0,0.054,0.082,89,1.29
New York,001200,1739,0.152,0.593,0.021,0.014,0.22,265,1.13
New York,001401,1533,0.106,0.569,0.0,0.007,0.318,162,1.24
New York,001501,3655,0.099,0.489,0.006,0.022,0.384,362,1.19
New York,004300,2152,0.04,0.697,0.035,0.024,0.204,87,1.0
New York,004900,2467,0.064,0.572,0.022,0.08,0.262,158,1.15
New York,003300,2624,0.068,0.543,0.035,0.083,0.271,178,1.14
New York,003602,1757,0.052,0.608,0.021,0.026,0.293,91,1.21
New York,004800,3661,0.034,0.577,0.009,0.019,0.361,124,1.07
New York,011800,5114,0.053,0.577,0.017,0.059,0.294,272,1.08
New York,015900,4837,0.117,0.648,0.036,0.026,0.173,565,1.15
New York,024500,7231,0.079,0.792,0.017,0.004,0.108,570,1.57
New York,002000,1174,0.079,0.702,0.011,0.037,0.171,93,1.09
New York,003900,3117,0.059,0.458,0.063,0.143,0.277,185,1.06
New York,000100,0,,,,,,0,
New York,004100,4950,0.068,0.548,0.003,0.006,0.375,336,1.25
New York,022600,2047,0.115,0.729,0.036,0.024,0.096,235,1.13
New York,026500,4282,0.114,0.795,0.004,0.01,0.077,488,1.17
New York,003800,5397,0.018,0.5,0.004,0.069,0.409,97,1.33
New York,005800,3070,0.035,0.529,0.05,0.039,0.347,107,1.35
New York,008800,4189,0.119,0.307,0.059,0.052,0.463,497,1.14
New York,012000,1374,0.119,0.408,0.016,0.097,0.36,163,1.03
New York,015500,5564,0.054,0.642,0.033,0.061,0.21,298,1.09
New York,016600,2959,0.049,0.762,0.012,0.01,0.167,145,1.06
New York,016700,3189,0.087,0.719,0.021,0.05,0.123,277,1.16
New York,018100,3764,0.05,0.788,0.02,0.04,0.102,189,1.06
New York,020901,1219,0.057,0.825,0.0,0.002,0.116,70,1.0
New York,022302,1387,0.03,0.857,0.0,0.024,0.089,41,1.0
New York,025300,6599,0.109,0.719,0.0,0.002,0.17,717,1.16
New York,004200,2432,0.075,0.481,0.042,0.038,0.364,183,1.09
New York,005700,1503,0.053,0.697,0.005,0.042,0.203,79,1.09
New York,008700,4760,0.071,0.584,0.003,0.017,0.325,336,1.23
New York,027100,4394,0.13,0.694,0.004,0.041,0.131,573,1.37
New York,030300,2262,0.102,0.721,0.024,0.016,0.137,230,1.54
New York,030700,2182,0.162,0.667,0.031,0.06,0.08,354,1.25
New York,001002,1746,0.009,0.437,0.027,0.0,0.527,16,1.0
New York,001800,3523,0.106,0.519,0.007,0.029,0.339,375,1.13
New York,021100,4502,0.14,0.568,0.021,0.036,0.235,632,1.05
New York,021600,4234,0.103,0.799,0.011,0.026,0.061,438,1.02
New York,021900,1656,0.118,0.774,0.021,0.0,0.087,196,1.0
New York,023700,3223,0.08,0.789,0.007,0.022,0.102,259,1.27
New York,025100,1041,0.078,0.662,0.012,0.0,0.248,81,1.08
New York,026700,743,0.205,0.568,0.008,0.023,0.196,152,1.17
New York,005200,1485,0.073,0.433,0.018,0.104,0.372,108,1.0
New York,005501,2479,0.049,0.347,0.041,0.025,0.538,122,1.0
New York,006000,2976,0.113,0.513,0.019,0.04,0.315,335,1.04
New York,006100,2309,0.068,0.559,0.028,0.075,0.27,158,1.08
New York,007200,4930,0.031,0.529,0.011,0.017,0.412,153,1.37
New York,007400,2915,0.035,0.374,0.03,0.016,0.545,102,1.14
New York,000201,1036,0.185,0.592,0.0,0.028,0.195,192,1.82
New York,027700,2041,0.038,0.889,0.016,0.0,0.057,77,1.0
New York,031900,0,,,,,,0,
New York,011100,3218,0.038,0.477,0.05,0.023,0.412,121,1.11
New York,011402,946,0.053,0.529,0.031,0.076,0.311,50,1.09
New York,014000,3436,0.091,0.594,0.015,0.083,0.217,314,1.12
New York,015100,4478,0.099,0.497,0.043,0.086,0.275,442,1.23
New York,015602,1075,0.085,0.664,0.012,0.01,0.229,91,1.0
New York,016800,1212,0.113,0.588,0.007,0.018,0.274,137,1.0
New York,017300,3809,0.088,0.757,0.008,0.072,0.075,334,1.27
New York,017500,5364,0.082,0.648,0.055,0.058,0.157,438,1.06
New York,000500,0,,,,,,0,
New York,003002,1616,0.074,0.488,0.033,0.014,0.391,119,1.05
New York,006300,3510,0.075,0.607,0.005,0.064,0.249,263,1.2
New York,017800,1921,0.1,0.787,0.013,0.017,0.083,192,1.0
New York,018800,2426,0.176,0.707,0.007,0.0,0.11,428,1.17
New York,022000,3176,0.086,0.756,0.019,0.029,0.11,273,1.17
New York,022301,4058,0.042,0.851,0.021,0.0,0.086,170,1.0
New York,023300,3914,0.048,0.847,0.012,0.0,0.093,186,1.25
New York,023400,2643,0.099,0.832,0.014,0.0,0.055,262,1.0
New York,024700,3970,0.102,0.653,0.039,0.031,0.175,406,1.07
New York,024900,625,0.202,0.718,0.014,0.032,0.034,126,1.4
New York,026100,6079,0.201,0.697,0.0,0.005,0.097,1221,1.23
New York,026300,4225,0.135,0.706,0.008,0.0,0.151,570,1.36
New York,027500,1526,0.126,0.725,0.0,0.041,0.108,192,1.09
New York,028500,3486,0.063,0.735,0.013,0.029,0.16,220,1.24
New York,005900,2628,0.072,0.433,0.0,0.029,0.466,190,1.07
New York,006700,3659,0.066,0.575,0.006,0.015,0.338,241,1.07
New York,010900,94,0.0,0.564,0.0,0.0,0.436,0,
New York,007500,2006,0.105,0.534,0.0,0.072,0.289,210,1.05
New York,008300,2133,0.069,0.66,0.011,0.031,0.229,147,1.0
New York,009700,2509,0.057,0.504,0.035,0.006,0.398,142,1.0
New York,010601,3687,0.096,0.304,0.014,0.115,0.471,353,1.3
New York,011300,51,0.0,0.333,0.0,0.0,0.667,0,
New York,012100,4434,0.0,0.585,0.042,0.025,0.348,0,
New York,012200,874,0.152,0.307,0.025,0.144,0.372,133,1.31
New York,012600,5342,0.105,0.544,0.019,0.075,0.257,561,1.18
New York,012900,5607,0.055,0.391,0.017,0.075,0.462,309,1.05
New York,013700,3237,0.018,0.416,0.01,0.058,0.498,58,1.12
New York,013800,7560,0.04,0.693,0.028,0.034,0.205,305,1.12
New York,015200,3786,0.086,0.675,0.021,0.109,0.109,325,1.16
New York,010100,910,0.037,0.576,0.032,0.024,0.331,34,1.1
New York,012700,4842,0.064,0.485,0.004,0.021,0.426,308,1.07
New York,013100,1853,0.051,0.355,0.045,0.04,0.509,95,1.07
New York,013300,4054,0.051,0.455,0.078,0.05,0.366,207,1.02
New York,014200,1939,0.084,0.586,0.0,0.052,0.278,163,1.19
New York,014900,2577,0.117,0.416,0.048,0.106,0.313,301,1.11
New York,015001,971,0.104,0.562,0.009,0.105,0.22,101,1.38
New York,015002,1788,0.2,0.477,0.01,0.098,0.215,358,1.11
New York,015400,8371,0.102,0.691,0.016,0.041,0.15,853,1.09
New York,016300,3577,0.08,0.698,0.034,0.011,0.177,286,1.32
New York,019200,1281,0.116,0.679,0.0,0.034,0.171,148,1.06
New York,019500,3773,0.086,0.653,0.0,0.04,0.221,326,1.2
New York,019900,3629,0.085,0.509,0.011,0.004,0.391,307,1.0
New York,020500,1903,0.075,0.36,0.009,0.009,0.547,143,1.27
New York,023000,3746,0.14,0.715,0.013,0.004,0.128,523,1.08
New York,020300,847,0.063,0.302,0.0,0.006,0.629,53,1.04
New York,013900,6309,0.042,0.513,0.048,0.054,0.343,265,1.0
New York,014500,2860,0.069,0.517,0.009,0.106,0.299,198,1.27
New York,014700,2259,0.119,0.42,0.015,0.046,0.4,269,1.17
New York,006400,5091,0.092,0.476,0.009,0.061,0.362,469,1.33
New York,006500,3652,0.058,0.451,0.048,0.007,0.436,213,1.15
New York,029700,0,,,,,,0,
New York,019702,1436,0.054,0.79,0.003,0.022,0.131,78,1.32
New York,006900,1324,0.156,0.498,0.044,0.101,0.201,207,1.1
New York,007000,5230,0.016,0.376,0.028,0.067,0.513,85,1.0
New York,007300,3514,0.066,0.643,0.016,0.043,0.232,233,1.0
New York,007600,1414,0.006,0.463,0.03,0.042,0.459,9,1.0
New York,008100,4952,0.065,0.556,0.004,0.085,0.29,324,1.04
New York,009100,4354,0.08,0.453,0.02,0.016,0.431,350,1.06
New York,009300,5090,0.069,0.598,0.022,0.017,0.294,353,1.18
New York,017700,4163,0.082,0.737,0.006,0.039,0.136,341,1.47
New York,015601,3153,0.052,0.734,0.0,0.026,0.188,164,1.17
New York,016001,1379,0.113,0.534,0.008,0.181,0.164,156,1.19
New York,016200,3555,0.084,0.671,0.028,0.015,0.202,298,1.15
New York,018600,2530,0.063,0.798,0.022,0.044,0.073,159,1.22
New York,020000,1755,0.211,0.692,0.031,0.0,0.066,370,1.07
New York,020102,2082,0.066,0.831,0.023,0.013,0.067,137,1.3
New York,021400,1752,0.143,0.725,0.017,0.028,0.087,250,1.24
New York,022102,1480,0.157,0.807,0.005,0.007,0.024,232,1.09
New York,022800,3061,0.086,0.777,0.006,0.021,0.11,264,1.04
New York,022900,4475,0.064,0.854,0.004,0.024,0.054,287,1.25
New York,023502,1036,0.047,0.818,0.0,0.018,0.117,49,1.07
New York,024000,260,0.0,0.881,0.042,0.0,0.077,0,
New York,023501,3705,0.076,0.805,0.008,0.0,0.111,281,1.35
New York,023600,3004,0.075,0.771,0.077,0.016,0.061,225,1.0
New York,016900,4214,0.087,0.716,0.025,0.033,0.139,366,1.3
New York,017100,4913,0.034,0.764,0.014,0.057,0.131,168,1.11
New York,017900,4137,0.079,0.735,0.005,0.057,0.124,328,1.24
New York,018200,2827,0.054,0.786,0.004,0.015,0.141,154,1.2
New York,018300,3928,0.098,0.736,0.035,0.031,0.1,383,1.0
New York,011201,466,0.041,0.521,0.034,0.011,0.393,19,2.81
New York,011600,2081,0.1,0.331,0.008,0.02,0.541,208,1.31
New York,003601,1467,0.063,0.638,0.005,0.0,0.294,93,1.18
New York,004500,445,0.148,0.571,0.0,0.07,0.211,66,1.23
New York,005502,970,0.01,0.562,0.007,0.057,0.364,10,1.0
New York,005600,2317,0.07,0.65,0.012,0.038,0.23,163,1.0
New York,006200,1984,0.064,0.39,0.018,0.012,0.516,126,1.29
New York,007700,3819,0.07,0.634,0.02,0.054,0.222,267,1.23
New York,008000,3148,0.084,0.331,0.033,0.018,0.534,266,1.09
New York,009000,5095,0.057,0.441,0.018,0.01,0.474,291,1.1
New York,009200,1026,0.001,0.36,0.068,0.009,0.562,1,2.0
New York,010400,476,0.021,0.454,0.0,0.0,0.525,10,1.0
New York,011900,297,0.037,0.582,0.0,0.111,0.27,11,1.0
New York,013200,6546,0.124,0.647,0.0,0.015,0.214,814,1.08
New York,013400,6702,0.169,0.508,0.017,0.06,0.246,1130,1.16
New York,013600,8907,0.119,0.598,0.0,0.1,0.183,1056,1.24
New York,014402,3994,0.176,0.618,0.022,0.048,0.136,701,1.19
New York,014801,1483,0.092,0.613,0.05,0.082,0.163,137,1.13
New York,026900,4061,0.168,0.64,0.0,0.012,0.18,684,1.53
New York,028100,1643,0.137,0.726,0.009,0.0,0.128,225,1.07
New York,008900,2968,0.035,0.593,0.024,0.011,0.337,104,1.11
New York,009900,4186,0.094,0.433,0.008,0.133,0.332,392,1.28
New York,000600,2707,0.071,0.413,0.059,0.0,0.457,191,1.43
New York,000800,3969,0.21,0.372,0.0,0.015,0.403,834,1.73
New York,002400,981,0.039,0.823,0.0,0.029,0.109,38,1.31
New York,002500,1498,0.208,0.48,0.012,0.035,0.265,311,1.09
New York,002900,1792,0.086,0.355,0.029,0.018,0.512,155,1.56
New York,005400,2921,0.027,0.619,0.026,0.033,0.295,80,1.0
New York,007100,3227,0.068,0.539,0.011,0.059,0.323,221,1.12
New York,007900,2045,0.175,0.442,0.0,0.128,0.255,357,1.16
New York,009400,54,0.0,0.093,0.056,0.0,0.851,0,
New York,010800,5360,0.047,0.496,0.039,0.051,0.367,254,1.3
New York,011000,4551,0.057,0.534,0.019,0.045,0.345,259,1.18
New York,012400,5818,0.071,0.471,0.022,0.091,0.345,414,1.2
New York,011500,2400,0.073,0.497,0.034,0.033,0.363,175,1.02
New York,011700,3197,0.089,0.479,0.02,0.084,0.328,284,1.28
New York,013000,1444,0.202,0.404,0.017,0.144,0.233,291,1.28
New York,013500,5092,0.105,0.42,0.001,0.083,0.391,534,1.14
New York,014401,2563,0.082,0.658,0.005,0.055,0.2,211,1.12
New York,014602,4427,0.091,0.716,0.053,0.034,0.106,403,1.05
New York,014802,3480,0.057,0.697,0.01,0.07,0.166,199,1.21
New York,015802,2462,0.064,0.597,0.02,0.009,0.31,157,1.01
New York,016002,1519,0.05,0.456,0.0,0.087,0.407,76,1.09
New York,009600,159,0.019,0.151,0.038,0.025,0.767,3,1.0
New York,010000,1172,0.02,0.44,0.037,0.047,0.456,24,1.3
New York,010200,49,0.143,0.327,0.0,0.082,0.448,7,1.31
New York,010602,2948,0.156,0.232,0.004,0.038,0.57,460,1.14
New York,011401,428,0.112,0.217,0.0,0.143,0.528,48,1.09
New York,012800,2116,0.226,0.479,0.017,0.115,0.163,478,1.2
New York,015300,4822,0.109,0.462,0.096,0.1,0.233,525,1.44
New York,017000,3387,0.071,0.757,0.016,0.012,0.144,241,1.0
New York,031704,6214,0.072,0.493,0.029,0.056,0.35,447,1.09
New York,012500,1531,0.054,0.344,0.07,0.018,0.514,83,1.37
New York,020101,550,0.069,0.338,0.011,0.0,0.582,38,1.28
New York,007800,6410,0.038,0.335,0.031,0.089,0.507,243,1.2
New York,011202,225,0.049,0.209,0.0,0.022,0.72,11,2.0
New York,014300,0,,,,,,0,
New York,017401,1422,0.115,0.662,0.0,0.013,0.21,164,1.0
New York,020701,1292,0.038,0.409,0.005,0.0,0.548,49,1.16
New York,003200,4247,0.062,0.582,0.021,0.017,0.318,264,1.08
New York,014601,2976,0.062,0.776,0.019,0.036,0.107,185,1.21
New York,016500,3390,0.093,0.717,0.029,0.056,0.105,315,1.05
New York,027900,4849,0.12,0.715,0.01,0.015,0.14,581,1.27
New York,011203,604,0.053,0.288,0.023,0.116,0.52,32,1.16
New York,018400,2267,0.117,0.758,0.008,0.0,0.117,266,1.0
New York,000202,2471,0.064,0.663,0.013,0.069,0.191,158,1.06
New York,001502,5529,0.043,0.581,0.012,0.023,0.341,240,1.03
New York,002202,1376,0.029,0.631,0.039,0.01,0.291,40,1.37
New York,002700,555,0.016,0.643,0.02,0.0,0.321,9,3.0
New York,004700,1325,0.044,0.592,0.0,0.046,0.318,58,1.21
New York,005000,2907,0.063,0.698,0.02,0.036,0.183,182,1.2
New York,009500,1263,0.033,0.394,0.007,0.048,0.518,42,1.22
New York,009800,3976,0.094,0.354,0.013,0.011,0.528,375,1.11
New York,020800,2736,0.222,0.535,0.025,0.022,0.196,608,1.09
New York,017402,1141,0.056,0.814,0.007,0.028,0.095,64,1.18
New York,018700,3679,0.054,0.827,0.024,0.022,0.073,199,1.18
New York,018900,4575,0.087,0.695,0.006,0.032,0.18,399,1.26
New York,021000,2294,0.091,0.858,0.0,0.0,0.051,208,1.12
New York,022500,5080,0.112,0.76,0.028,0.018,0.082,567,1.25
New York,024301,2441,0.139,0.721,0.027,0.01,0.103,340,1.5
New York,024302,2216,0.215,0.727,0.0,0.0,0.058,477,1.37
New York,027300,3813,0.116,0.779,0.022,0.016,0.067,441,1.3
New York,028700,2252,0.143,0.723,0.006,0.008,0.12,321,1.06
New York,030900,4121,0.205,0.645,0.024,0.054,0.072,843,1.08
New York,031100,0,,,,,,0,
New York,004000,4799,0.08,0.571,0.013,0.004,0.332,382,1.19
New York,002601,1595,0.114,0.565,0.004,0.014,0.303,182,1.16
New York,002602,2467,0.042,0.581,0.02,0.065,0.292,104,1.37
New York,015700,5171,0.09,0.589,0.028,0.054,0.239,467,1.06
New York,015801,2755,0.116,0.653,0.012,0.072,0.147,319,1.19
New York,016100,3512,0.096,0.621,0.046,0.043,0.194,336,1.05
New York,016400,2403,0.068,0.825,0.0,0.016,0.091,164,1.07
New York,019600,1313,0.1,0.76,0.021,0.006,0.113,131,1.33
New York,018000,2910,0.064,0.758,0.0,0.013,0.165,187,1.33
New York,018500,2760,0.09,0.767,0.03,0.016,0.097,249,1.2
New York,019000,1680,0.101,0.779,0.005,0.029,0.086,170,1.19
New York,019300,4601,0.047,0.699,0.0,0.053,0.201,215,1.06
New York,019400,2026,0.077,0.751,0.025,0.009,0.138,155,1.0
New York,021200,1654,0.162,0.683,0.01,0.055,0.09,268,1.05
New York,022400,2544,0.053,0.849,0.01,0.006,0.082,136,1.09
New York,023200,3561,0.06,0.793,0.011,0.006,0.13,215,1.12
New York,023900,1339,0.134,0.718,0.013,0.046,0.089,180,1.27
New York,024100,4529,0.112,0.629,0.056,0.009,0.194,505,1.25
New York,029300,4267,0.187,0.727,0.002,0.014,0.07,799,1.14
New York,019100,4850,0.065,0.817,0.014,0.014,0.09,317,1.03
New York,019701,326,0.175,0.69,0.0,0.061,0.074,57,1.23
New York,020600,1430,0.064,0.785,0.011,0.0,0.14,91,1.0
New York,021800,2994,0.082,0.739,0.007,0.041,0.131,245,1.0
New York,028300,3949,0.101,0.741,0.033,0.005,0.12,397,1.11
New York,029100,5554,0.128,0.701,0.0,0.015,0.156,711,1.18
New York,029500,4459,0.113,0.758,0.0,0.039,0.09,505,1.22
New York,000900,1125,0.066,0.636,0.004,0.019,0.275,74,1.06
Kings,022800,1109,0.226,0.373,0.012,0.023,0.366,251,1.07
Kings,113400,1010,0.096,0.89,0.0,0.014,0.0,97,1.04
Kings,115600,1239,0.205,0.693,0.0,0.025,0.077,254,1.2
Kings,117800,621,0.353,0.586,0.0,0.0,0.061,219,1.0
Kings,087800,1193,0.293,0.623,0.02,0.0,0.064,350,1.02
Kings,088200,2658,0.283,0.62,0.014,0.008,0.075,753,1.2
Kings,089000,2474,0.184,0.664,0.008,0.0,0.144,456,1.12
Kings,089400,1009,0.195,0.701,0.084,0.0,0.02,197,1.18
Kings,093000,1409,0.398,0.549,0.014,0.004,0.035,561,1.03
Kings,096200,874,0.376,0.547,0.0,0.0,0.077,329,1.08
Kings,098400,1042,0.364,0.566,0.011,0.012,0.047,379,1.13
Kings,041401,551,0.474,0.43,0.024,0.0,0.072,261,1.04
Kings,041500,2133,0.323,0.617,0.0,0.013,0.047,689,1.13
Kings,041800,703,0.314,0.427,0.0,0.007,0.252,221,1.14
Kings,043100,2682,0.114,0.76,0.0,0.022,0.104,307,1.08
Kings,043800,1079,0.339,0.525,0.0,0.0,0.136,366,1.15
Kings,032800,964,0.283,0.689,0.0,0.0,0.028,273,1.05
Kings,035100,2276,0.15,0.681,0.032,0.01,0.127,341,1.12
Kings,073200,1002,0.457,0.491,0.009,0.0,0.043,458,1.11
Kings,074000,1779,0.361,0.526,0.015,0.034,0.064,643,1.09
Kings,074800,651,0.518,0.298,0.0,0.0,0.184,337,1.1
Kings,075400,491,0.629,0.299,0.0,0.0,0.072,309,1.04
Kings,076200,1932,0.277,0.571,0.0,0.064,0.088,536,1.18
Kings,081800,2319,0.2,0.709,0.007,0.006,0.078,463,1.02
Kings,082200,3608,0.093,0.809,0.027,0.0,0.071,335,1.08
Kings,083000,3015,0.211,0.736,0.004,0.005,0.044,635,1.02
Kings,083400,736,0.385,0.51,0.061,0.027,0.017,283,1.0
Kings,014900,3121,0.139,0.719,0.0,0.01,0.132,435,1.09
Kings,015000,622,0.468,0.418,0.019,0.0,0.095,291,1.14
Kings,015300,1365,0.064,0.834,0.008,0.021,0.073,88,1.07
Kings,016300,1840,0.066,0.802,0.024,0.004,0.104,121,1.03
Kings,084600,820,0.482,0.485,0.026,0.0,0.007,395,1.01
Kings,090200,1170,0.168,0.712,0.035,0.02,0.065,196,1.11
Kings,090600,851,0.173,0.738,0.0,0.0,0.089,147,1.19
Kings,016000,1959,0.254,0.545,0.007,0.006,0.188,497,1.11
Kings,018000,1662,0.315,0.563,0.004,0.0,0.118,523,1.23
Kings,020300,965,0.147,0.71,0.012,0.0,0.131,142,1.07
Kings,020500,1857,0.074,0.758,0.013,0.041,0.114,138,1.1
Kings,021400,846,0.279,0.435,0.019,0.026,0.241,236,1.24
Kings,021700,1924,0.113,0.752,0.0,0.008,0.127,218,1.4
Kings,024200,969,0.442,0.248,0.0,0.025,0.285,428,1.26
Kings,024400,1094,0.432,0.351,0.0,0.009,0.208,473,1.1
Kings,026100,2320,0.103,0.755,0.0,0.008,0.134,239,1.13
Kings,027700,1937,0.169,0.744,0.02,0.0,0.067,328,1.0
Kings,000501,1956,0.046,0.751,0.012,0.018,0.173,89,1.36
Kings,000502,1606,0.059,0.732,0.0,0.017,0.192,95,1.18
Kings,001500,5006,0.061,0.731,0.006,0.018,0.184,305,1.07
Kings,035601,913,0.354,0.561,0.008,0.0,0.077,323,1.01
Kings,035602,2440,0.392,0.472,0.0,0.012,0.124,956,1.04
