county,tract,total_commute,auto,bus,subway_rail,taxi,walk_other,total_drive,veh_occ
Bronx,027401,2076,0.655,0.309,0.006,0.017,0.013,1359,1.06
Bronx,027402,1460,0.684,0.24,0.017,0.031,0.028,998,1.09
Bronx,044901,884,0.524,0.354,0.078,0.0,0.044,463,1.01
Bronx,046201,12912,0.282,0.595,0.013,0.017,0.093,3642,1.03
Bronx,046202,3527,0.428,0.453,0.027,0.036,0.056,1510,1.11
Bronx,022500,3326,0.232,0.646,0.032,0.036,0.054,772,1.23
Bronx,022800,3122,0.251,0.644,0.045,0.005,0.055,784,1.1
Bronx,023200,966,0.342,0.487,0.013,0.036,0.122,330,1.25
Bronx,004600,603,0.279,0.57,0.0,0.03,0.121,168,1.11
Bronx,006000,503,0.398,0.545,0.006,0.0,0.051,200,1.04
Bronx,007000,1708,0.273,0.679,0.006,0.0,0.042,467,1.07
Bronx,007300,1175,0.158,0.707,0.012,0.002,0.121,186,1.37
Bronx,007400,1489,0.506,0.391,0.006,0.007,0.09,753,1.02
Bronx,007500,2403,0.182,0.754,0.003,0.004,0.057,437,1.13
Bronx,007700,735,0.312,0.525,0.048,0.0,0.115,229,1.13
Bronx,008900,1082,0.216,0.501,0.015,0.056,0.212,234,1.0
Bronx,009800,2015,0.536,0.402,0.006,0.032,0.024,1080,1.13
Bronx,012500,1684,0.334,0.531,0.004,0.036,0.095,562,1.07
Bronx,014900,1674,0.335,0.6,0.0,0.0,0.065,560,1.02
Bronx,019700,3051,0.055,0.881,0.013,0.016,0.035,169,1.03
Bronx,022000,668,0.234,0.701,0.016,0.013,0.036,156,1.12
Bronx,022702,641,0.176,0.676,0.0,0.033,0.115,113,1.15
Bronx,023100,465,0.239,0.658,0.0,0.004,0.099,111,1.05
Bronx,023501,1194,0.223,0.709,0.046,0.0,0.022,266,1.09
Bronx,001600,1983,0.414,0.54,0.0,0.014,0.032,821,1.05
Bronx,002400,123,0.0,1.0,0.0,0.0,0.0,0,
Bronx,003100,823,0.222,0.661,0.0,0.022,0.095,183,1.01
Bronx,003800,495,0.503,0.461,0.004,0.018,0.014,249,1.0
Bronx,004100,1935,0.09,0.763,0.0,0.049,0.098,175,1.0
Bronx,011900,1993,0.145,0.745,0.003,0.006,0.101,288,1.1
Bronx,011502,1224,0.251,0.643,0.007,0.0,0.099,307,1.04
Bronx,014100,2286,0.171,0.666,0.007,0.017,0.139,392,1.03
Bronx,015100,1914,0.292,0.623,0.01,0.0,0.075,558,1.11
Bronx,015300,1342,0.349,0.584,0.0,0.02,0.047,468,1.28
Bronx,015500,979,0.219,0.647,0.0,0.0,0.134,214,1.1
Bronx,023600,737,0.391,0.51,0.0,0.0,0.099,288,1.04
Bronx,024300,2061,0.179,0.689,0.049,0.023,0.06,368,1.33
Bronx,042902,1714,0.201,0.618,0.026,0.011,0.144,344,1.07
Bronx,033000,2129,0.212,0.667,0.032,0.0,0.089,451,1.15
Bronx,035800,3674,0.438,0.454,0.023,0.013,0.072,1611,1.14
Bronx,037100,1294,0.24,0.648,0.032,0.011,0.069,311,1.0
Bronx,038500,1631,0.148,0.767,0.009,0.0,0.076,241,1.07
Bronx,042100,2271,0.153,0.621,0.0,0.026,0.2,347,1.02
Bronx,045101,669,0.392,0.336,0.16,0.022,0.09,262,1.07
Bronx,011800,2200,0.658,0.232,0.008,0.01,0.092,1447,1.04
Bronx,020400,1258,0.393,0.481,0.037,0.0,0.089,495,1.04
Bronx,024800,1440,0.428,0.535,0.006,0.0,0.031,616,1.23
Bronx,040800,2038,0.45,0.486,0.013,0.0,0.051,918,1.03
Bronx,048400,2418,0.498,0.373,0.036,0.017,0.076,1205,1.06
Bronx,024700,876,0.312,0.574,0.096,0.018,0.0,273,1.07
Bronx,026602,2292,0.37,0.549,0.017,0.049,0.015,847,1.17
Bronx,036400,1238,0.426,0.496,0.053,0.013,0.012,527,1.13
Bronx,044902,1039,0.466,0.248,0.163,0.055,0.068,484,1.04
Bronx,022300,2110,0.1,0.675,0.041,0.0,0.184,212,1.17
Bronx,025400,822,0.436,0.462,0.0,0.019,0.083,358,1.2
Bronx,029600,792,0.354,0.314,0.015,0.011,0.306,280,1.17
Bronx,037600,912,0.283,0.58,0.027,0.043,0.067,258,1.19
Bronx,002701,799,0.136,0.69,0.0,0.025,0.149,109,1.21
Bronx,006500,2101,0.122,0.663,0.0,0.0,0.215,257,1.27
Bronx,000100,0,,,,,,0,
Bronx,006700,2448,0.147,0.735,0.0,0.033,0.085,359,1.29
Bronx,040702,3280,0.22,0.659,0.037,0.019,0.065,722,1.22
Bronx,015700,1857,0.186,0.759,0.0,0.005,0.05,345,1.02
Bronx,038000,1990,0.251,0.605,0.024,0.032,0.088,499,1.12
Bronx,002500,2135,0.105,0.694,0.0,0.056,0.145,225,1.25
Bronx,006100,1614,0.315,0.579,0.03,0.017,0.059,509,1.01
Bronx,022701,2041,0.195,0.68,0.026,0.0,0.099,399,1.2
Bronx,009200,2670,0.324,0.591,0.004,0.027,0.054,864,1.03
Bronx,012701,830,0.16,0.683,0.035,0.035,0.087,133,1.13
Bronx,013500,1166,0.15,0.694,0.054,0.01,0.092,175,1.0
Bronx,013800,1059,0.718,0.262,0.0,0.008,0.012,760,1.11
Bronx,016100,1579,0.301,0.652,0.013,0.0,0.034,475,1.19
Bronx,017100,0,,,,,,0,
Bronx,019500,2679,0.125,0.767,0.009,0.007,0.092,336,1.19
Bronx,022902,1278,0.189,0.692,0.023,0.0,0.096,242,1.21
Bronx,023302,1409,0.192,0.712,0.038,0.007,0.051,271,1.04
Bronx,024400,1030,0.491,0.428,0.011,0.019,0.051,506,1.09
Bronx,026900,1948,0.158,0.684,0.057,0.01,0.091,307,1.05
Bronx,027300,3328,0.241,0.648,0.025,0.005,0.081,801,1.03
Bronx,029500,2211,0.264,0.527,0.079,0.028,0.102,583,1.08
Bronx,029700,1533,0.346,0.41,0.176,0.0,0.068,530,1.05
Bronx,031000,1693,0.595,0.335,0.005,0.0,0.065,1008,1.04
Bronx,031600,900,0.553,0.426,0.0,0.0,0.021,498,1.05
Bronx,031800,851,0.489,0.441,0.032,0.0,0.038,416,1.07
Bronx,032300,2114,0.342,0.45,0.123,0.004,0.081,724,1.06
Bronx,032400,1595,0.339,0.472,0.008,0.028,0.153,540,1.03
Bronx,033400,2,0.0,1.0,0.0,0.0,0.0,0,
Bronx,036300,2757,0.188,0.774,0.008,0.013,0.017,517,1.15
Bronx,036902,543,0.219,0.529,0.055,0.053,0.144,119,1.08
Bronx,037300,2086,0.249,0.683,0.023,0.025,0.02,520,1.0
Bronx,037800,1225,0.307,0.624,0.009,0.001,0.059,376,1.06
Bronx,037900,1791,0.233,0.634,0.03,0.026,0.077,418,1.05
Bronx,038700,1268,0.251,0.463,0.056,0.024,0.206,318,1.02
Bronx,039600,1766,0.391,0.531,0.014,0.004,0.06,690,1.09
Bronx,040100,1775,0.106,0.785,0.015,0.011,0.083,189,1.78
Bronx,040600,1508,0.36,0.516,0.042,0.016,0.066,543,1.28
Bronx,016700,1149,0.285,0.615,0.02,0.051,0.029,328,1.04
Bronx,022401,1136,0.238,0.551,0.107,0.003,0.101,270,1.0
Bronx,002800,2388,0.428,0.492,0.046,0.012,0.022,1022,1.01
Bronx,007900,2048,0.184,0.632,0.033,0.022,0.129,377,1.17
Bronx,015800,563,0.579,0.387,0.0,0.034,0.0,326,1.1
Bronx,001900,1371,0.245,0.648,0.014,0.022,0.071,336,1.1
Bronx,004200,2804,0.338,0.504,0.0,0.054,0.104,949,1.03
Bronx,005100,1807,0.126,0.736,0.009,0.012,0.117,227,1.21
Bronx,005001,1577,0.208,0.677,0.0,0.0,0.115,328,1.16
Bronx,005002,2020,0.153,0.748,0.041,0.019,0.039,309,1.09
Bronx,005300,875,0.155,0.689,0.0,0.061,0.095,136,1.08
Bronx,006300,2317,0.138,0.699,0.016,0.017,0.13,319,1.11
Bronx,007600,2112,0.255,0.722,0.0,0.002,0.021,539,1.21
Bronx,009000,855,0.31,0.567,0.006,0.053,0.064,265,1.11
Bronx,009300,1885,0.29,0.539,0.007,0.016,0.148,547,1.05
Bronx,009600,918,0.398,0.513,0.0,0.015,0.074,365,1.05
Bronx,011700,432,0.146,0.639,0.0,0.0,0.215,63,1.06
Bronx,014701,1551,0.21,0.578,0.021,0.055,0.136,325,1.07
Bronx,042300,1913,0.234,0.681,0.007,0.005,0.073,447,1.02
Bronx,042500,2617,0.136,0.781,0.013,0.013,0.057,355,1.09
Bronx,042901,1564,0.212,0.652,0.012,0.028,0.096,332,1.1
Bronx,044200,1605,0.353,0.505,0.083,0.043,0.016,566,1.02
Bronx,050400,0,,,,,,0,
Bronx,030100,501,0.437,0.433,0.084,0.024,0.022,219,1.14
Bronx,027600,4,1.0,0.0,0.0,0.0,0.0,4,2.0
Bronx,021800,3131,0.338,0.579,0.0,0.0,0.083,1057,1.19
Bronx,033800,1756,0.254,0.593,0.059,0.017,0.077,446,1.18
Bronx,036502,1051,0.216,0.637,0.0,0.024,0.123,227,1.02
Bronx,004400,883,0.178,0.618,0.012,0.037,0.155,157,1.17
Bronx,004800,1840,0.343,0.596,0.01,0.0,0.051,631,1.07
Bronx,005902,1076,0.213,0.713,0.0,0.0,0.074,229,1.04
Bronx,008300,2634,0.189,0.7,0.0,0.011,0.1,499,1.19
Bronx,008400,1272,0.483,0.461,0.0,0.012,0.044,615,1.07
Bronx,014702,1720,0.108,0.848,0.005,0.007,0.032,186,1.0
Bronx,015200,1180,0.559,0.393,0.0,0.017,0.031,660,1.18
Bronx,015900,525,0.183,0.669,0.0,0.0,0.148,96,1.17
Bronx,017701,1838,0.28,0.595,0.013,0.007,0.105,515,1.32
Bronx,017702,2013,0.208,0.664,0.016,0.01,0.102,418,1.09
Bronx,017901,1825,0.203,0.597,0.035,0.007,0.158,370,1.03
Bronx,017902,1690,0.273,0.632,0.015,0.029,0.051,462,1.02
Bronx,018101,1297,0.192,0.735,0.0,0.008,0.065,249,1.07
Bronx,018102,1906,0.147,0.699,0.034,0.044,0.076,280,1.12
Bronx,018301,1827,0.193,0.647,0.016,0.023,0.121,352,1.21
Bronx,018302,1565,0.132,0.722,0.037,0.007,0.102,206,1.04
Bronx,018500,2977,0.137,0.61,0.02,0.021,0.212,408,1.11
Bronx,030200,3560,0.441,0.465,0.046,0.013,0.035,1569,1.03
Bronx,034200,863,0.457,0.494,0.01,0.0,0.039,394,1.01
Bronx,037000,1143,0.46,0.461,0.024,0.027,0.028,526,1.09
Bronx,037200,998,0.414,0.55,0.0,0.0,0.036,413,1.1
Bronx,039902,1965,0.204,0.631,0.0,0.016,0.149,401,1.22
Bronx,042600,3205,0.464,0.435,0.033,0.032,0.036,1486,1.12
Bronx,045800,1562,0.09,0.754,0.016,0.0,0.14,140,1.33
Bronx,046000,932,0.358,0.511,0.0,0.033,0.098,334,1.14
Bronx,023900,3017,0.212,0.734,0.0,0.0,0.054,641,1.07
Bronx,024100,2809,0.214,0.651,0.01,0.012,0.113,601,1.1
Bronx,026601,1531,0.379,0.515,0.0,0.072,0.034,581,1.09
Bronx,028400,18,0.0,0.722,0.0,0.0,0.278,0,
Bronx,028700,1370,0.261,0.596,0.0,0.034,0.109,357,1.02
Bronx,028800,1521,0.593,0.258,0.0,0.0,0.149,902,1.21
Bronx,045102,961,0.481,0.289,0.084,0.0,0.146,462,1.1
Bronx,034500,1395,0.538,0.387,0.056,0.0,0.019,750,1.07
Bronx,035600,1203,0.586,0.364,0.049,0.0,0.001,705,1.09
Bronx,035900,633,0.398,0.477,0.035,0.011,0.079,252,1.07
Bronx,036800,977,0.386,0.52,0.039,0.01,0.045,377,1.05
Bronx,038600,3634,0.481,0.452,0.0,0.032,0.035,1747,1.08
Bronx,000400,2782,0.526,0.439,0.006,0.024,0.005,1464,1.07
Bronx,004001,563,0.378,0.504,0.009,0.0,0.109,213,1.07
Bronx,004300,1714,0.192,0.663,0.019,0.006,0.12,329,1.07
Bronx,005200,781,0.174,0.732,0.0,0.008,0.086,136,1.34
Bronx,006400,1361,0.356,0.595,0.0,0.0,0.049,484,1.16
Bronx,007800,3114,0.311,0.621,0.006,0.025,0.037,970,1.04
Bronx,008500,1911,0.147,0.724,0.015,0.0,0.114,280,1.11
Bronx,013100,1852,0.294,0.609,0.006,0.023,0.068,545,1.07
Bronx,016400,442,0.645,0.256,0.0,0.011,0.088,285,1.11
Bronx,018400,1828,0.621,0.367,0.0,0.005,0.007,1135,1.06
Bronx,019300,1833,0.188,0.721,0.009,0.007,0.075,344,1.18
Bronx,021302,2036,0.106,0.73,0.0,0.035,0.129,215,1.03
Bronx,021602,3067,0.232,0.645,0.014,0.028,0.081,713,1.18
Bronx,021900,439,0.162,0.763,0.0,0.0,0.075,71,1.0
Bronx,000200,1523,0.506,0.435,0.0,0.007,0.052,771,1.06
Bronx,003500,1431,0.222,0.741,0.0,0.0,0.037,317,1.07
Bronx,023301,1556,0.235,0.715,0.014,0.006,0.03,366,1.05
Bronx,016300,0,,,,,,0,
Bronx,016900,531,0.241,0.676,0.0,0.041,0.042,128,1.01
Bronx,017300,1770,0.064,0.758,0.046,0.02,0.112,114,1.19
Bronx,024600,958,0.422,0.493,0.008,0.027,0.05,404,1.19
Bronx,024900,0,,,,,,0,
Bronx,025000,1120,0.41,0.479,0.01,0.024,0.077,459,1.05
Bronx,025200,1319,0.414,0.371,0.023,0.041,0.151,546,1.09
Bronx,025700,1268,0.13,0.721,0.051,0.005,0.093,165,1.0
Bronx,027700,2009,0.171,0.724,0.036,0.0,0.069,343,1.11
Bronx,028500,1869,0.316,0.576,0.0,0.027,0.081,590,1.06
Bronx,028600,532,0.65,0.207,0.039,0.0,0.104,346,1.01
Bronx,028900,2152,0.302,0.629,0.0,0.018,0.051,650,1.12
Bronx,031200,873,0.545,0.346,0.062,0.0,0.047,476,1.12
Bronx,018900,3174,0.216,0.646,0.036,0.023,0.079,684,1.11
Bronx,040304,1473,0.112,0.666,0.021,0.019,0.182,165,1.03
Bronx,040501,1590,0.116,0.693,0.052,0.031,0.108,184,1.34
Bronx,040502,2755,0.197,0.651,0.048,0.015,0.089,542,1.15
Bronx,043400,1851,0.446,0.377,0.088,0.005,0.084,826,1.06
Bronx,044400,2153,0.485,0.43,0.052,0.0,0.033,1044,1.13
Bronx,045600,1590,0.595,0.344,0.046,0.015,0.0,946,1.08
Bronx,035100,1671,0.431,0.44,0.038,0.0,0.091,720,1.07
Bronx,036700,840,0.286,0.63,0.0,0.012,0.072,240,1.26
Bronx,038100,3186,0.165,0.673,0.066,0.019,0.077,525,1.0
Bronx,038800,1257,0.361,0.517,0.025,0.047,0.05,454,1.11
Bronx,039700,947,0.126,0.448,0.06,0.027,0.339,119,1.13
Bronx,039901,1928,0.141,0.713,0.029,0.005,0.112,272,1.04
Bronx,040900,1505,0.197,0.71,0.021,0.007,0.065,297,1.02
Bronx,042000,1608,0.376,0.492,0.015,0.031,0.086,604,1.23
Bronx,042400,1184,0.389,0.447,0.067,0.077,0.02,460,1.05
Bronx,043500,128,0.148,0.602,0.195,0.0,0.055,19,2.28
Bronx,042800,893,0.59,0.333,0.02,0.019,0.038,527,1.3
Bronx,041100,1697,0.211,0.718,0.016,0.014,0.041,358,1.22
Bronx,041300,4381,0.204,0.64,0.077,0.007,0.072,894,1.07
Bronx,041900,2920,0.257,0.569,0.0,0.012,0.162,751,1.2
Bronx,019900,4147,0.208,0.699,0.018,0.012,0.063,863,1.19
Bronx,020200,995,0.272,0.592,0.01,0.0,0.126,271,1.11
Bronx,020601,926,0.353,0.573,0.023,0.0,0.051,327,1.01
Bronx,021100,2102,0.175,0.652,0.025,0.004,0.144,367,1.04
Bronx,021200,2549,0.147,0.746,0.0,0.025,0.082,375,1.12
Bronx,021601,1752,0.279,0.664,0.022,0.009,0.026,489,1.19
Bronx,025600,704,0.328,0.426,0.034,0.014,0.198,231,1.06
Bronx,022703,754,0.293,0.538,0.0,0.016,0.153,221,1.26
Bronx,023702,409,0.147,0.792,0.0,0.02,0.041,60,1.0
Bronx,024000,1683,0.246,0.665,0.02,0.017,0.052,414,1.11
Bronx,026300,2211,0.126,0.716,0.0,0.0,0.158,278,1.0
Bronx,026500,3282,0.109,0.815,0.006,0.007,0.063,359,1.12
Bronx,028100,1653,0.323,0.577,0.0,0.022,0.078,534,1.05
Bronx,028300,974,0.165,0.607,0.159,0.0,0.069,161,1.06
Bronx,031400,927,0.504,0.384,0.006,0.002,0.104,467,1.07
Bronx,032800,1258,0.227,0.595,0.033,0.023,0.122,285,1.07
Bronx,037400,1377,0.339,0.577,0.013,0.0,0.071,467,1.16
Bronx,038200,1057,0.474,0.409,0.023,0.02,0.074,501,1.08
Bronx,002300,1338,0.156,0.777,0.007,0.012,0.048,209,1.18
Bronx,003900,2725,0.106,0.666,0.044,0.047,0.137,288,1.1
Bronx,005400,2165,0.145,0.72,0.016,0.03,0.089,313,1.07
Bronx,006200,2428,0.121,0.74,0.009,0.049,0.081,293,1.16
Bronx,006800,1300,0.195,0.679,0.026,0.007,0.093,253,1.12
Bronx,007100,1288,0.358,0.55,0.005,0.013,0.074,461,1.0
Bronx,008600,1298,0.185,0.728,0.019,0.0,0.068,240,1.14
Bronx,008700,2034,0.119,0.767,0.005,0.015,0.094,243,1.02
Bronx,011000,0,,,,,,0,
Bronx,023502,1664,0.201,0.692,0.0,0.013,0.094,334,1.28
Bronx,025100,3040,0.156,0.698,0.011,0.013,0.122,475,1.12
Bronx,025500,2919,0.172,0.68,0.087,0.0,0.061,502,1.17
Bronx,026400,2330,0.453,0.373,0.063,0.02,0.091,1055,1.05
Bronx,033600,2731,0.289,0.601,0.027,0.039,0.044,789,1.0
Bronx,034300,719,0.367,0.544,0.039,0.031,0.019,264,1.03
Bronx,002000,2512,0.244,0.627,0.0,0.019,0.11,613,1.01
Bronx,003700,121,0.264,0.521,0.0,0.116,0.099,32,1.0
Bronx,006900,2936,0.287,0.622,0.01,0.014,0.067,843,1.06
Bronx,012901,1314,0.171,0.709,0.019,0.0,0.101,225,1.33
Bronx,013000,761,0.778,0.188,0.0,0.0,0.034,592,1.06
Bronx,036901,686,0.251,0.602,0.036,0.007,0.104,172,1.07
Bronx,005600,807,0.224,0.653,0.0,0.024,0.099,181,1.09
Bronx,002702,1424,0.088,0.804,0.015,0.025,0.068,125,1.16
Bronx,003300,848,0.203,0.66,0.0,0.044,0.093,172,1.24
Bronx,007200,2242,0.338,0.579,0.0,0.009,0.074,757,1.05
Bronx,012101,1292,0.22,0.647,0.025,0.0,0.108,284,1.19
Bronx,012102,461,0.126,0.668,0.1,0.017,0.089,58,1.03
Bronx,012300,1910,0.26,0.625,0.027,0.024,0.064,497,1.47
Bronx,013300,2383,0.221,0.616,0.0,0.031,0.132,526,1.13
Bronx,014300,521,0.131,0.639,0.042,0.027,0.161,68,1.11
Bronx,014400,1651,0.452,0.463,0.016,0.044,0.025,747,1.0
Bronx,014500,2318,0.289,0.603,0.0,0.0,0.108,671,1.26
Bronx,016600,1115,0.606,0.297,0.025,0.0,0.072,676,1.04
Bronx,019400,832,0.482,0.444,0.01,0.016,0.048,401,1.18
Bronx,021301,526,0.116,0.762,0.01,0.0,0.112,61,1.04
Bronx,022901,2048,0.213,0.72,0.0,0.022,0.045,437,1.05
Bronx,013200,3558,0.657,0.304,0.01,0.01,0.019,2336,1.17
Bronx,020100,1443,0.173,0.69,0.024,0.025,0.088,250,1.14
Bronx,039000,1389,0.346,0.642,0.012,0.0,0.0,480,1.26
Bronx,039300,2120,0.178,0.639,0.043,0.058,0.082,378,1.06
Bronx,040302,1705,0.122,0.761,0.032,0.011,0.074,208,1.0
Bronx,040400,1772,0.459,0.462,0.038,0.0,0.041,814,1.13
Bronx,040701,1426,0.142,0.73,0.0,0.03,0.098,202,1.38
Bronx,041500,2905,0.222,0.624,0.05,0.013,0.091,644,1.05
Bronx,043600,864,0.593,0.363,0.036,0.0,0.008,512,1.04
Bronx,044800,1058,0.611,0.349,0.032,0.0,0.008,646,1.07
Bronx,051600,2170,0.633,0.226,0.026,0.006,0.109,1374,1.04
Bronx,039200,853,0.271,0.598,0.021,0.025,0.085,231,1.08
Bronx,038900,2200,0.123,0.624,0.029,0.025,0.199,270,1.22
Bronx,039100,2586,0.217,0.525,0.026,0.008,0.224,560,1.3
Bronx,039400,2097,0.34,0.535,0.045,0.017,0.063,714,1.1
Bronx,039800,1926,0.501,0.457,0.015,0.012,0.015,964,1.05
Bronx,041400,2453,0.327,0.609,0.039,0.006,0.019,803,1.06
Bronx,041800,1588,0.372,0.454,0.076,0.014,0.084,591,1.14
Bronx,042200,1528,0.416,0.463,0.02,0.026,0.075,635,1.04
Bronx,043000,1506,0.542,0.414,0.011,0.019,0.014,817,1.1
Bronx,043100,4011,0.265,0.606,0.018,0.0,0.111,1062,1.14
Bronx,029301,717,0.577,0.128,0.254,0.025,0.016,414,1.08
Bronx,029302,2443,0.473,0.336,0.102,0.02,0.069,1155,1.04
Bronx,030900,1103,0.668,0.192,0.083,0.027,0.03,737,1.13
Bronx,032600,1743,0.588,0.339,0.024,0.01,0.039,1025,1.11
Bronx,033201,2447,0.199,0.711,0.024,0.007,0.059,488,1.14
Bronx,030701,2359,0.526,0.266,0.151,0.028,0.029,1242,1.08
Bronx,033202,1269,0.334,0.579,0.039,0.0,0.048,424,1.06
Bronx,033500,819,0.357,0.368,0.071,0.015,0.189,292,1.15
Bronx,033700,1056,0.607,0.303,0.054,0.008,0.028,641,1.08
Bronx,034800,2109,0.477,0.493,0.0,0.0,0.03,1007,1.09
Bronx,036000,1387,0.598,0.377,0.017,0.006,0.002,829,1.12
Bronx,037504,1093,0.269,0.581,0.032,0.032,0.086,294,1.0
Bronx,038301,2269,0.186,0.662,0.067,0.0,0.085,422,1.25
Bronx,038302,1599,0.093,0.751,0.059,0.006,0.091,149,1.06
Bronx,039500,1554,0.118,0.748,0.039,0.021,0.074,184,1.05
Bronx,040303,1978,0.216,0.655,0.02,0.0,0.109,428,1.05
Richmond,022600,3915,0.803,0.172,0.008,0.007,0.01,3143,1.07
Richmond,023100,2334,0.528,0.303,0.006,0.061,0.102,1233,1.04
Richmond,031902,1994,0.558,0.397,0.01,0.005,0.03,1112,1.06
Richmond,013201,651,0.696,0.152,0.0,0.0,0.152,453,1.06
Richmond,014100,1137,0.639,0.253,0.0,0.0,0.108,726,1.1
Richmond,000600,951,0.586,0.317,0.0,0.011,0.086,557,1.09
Richmond,001800,289,0.571,0.055,0.0,0.014,0.36,165,1.1
Richmond,003300,1724,0.564,0.243,0.006,0.015,0.172,972,1.04
Richmond,007000,3556,0.683,0.27,0.0,0.01,0.037,2429,1.1
Richmond,010500,1744,0.505,0.331,0.0,0.015,0.149,880,1.07
Richmond,011201,2607,0.7,0.238,0.006,0.007,0.049,1825,1.19
Richmond,015602,1481,0.761,0.172,0.015,0.0,0.052,1127,1.08
Richmond,017700,2292,0.711,0.198,0.0,0.014,0.077,1630,1.06
Richmond,027301,1486,0.606,0.352,0.0,0.007,0.035,901,1.04
Richmond,027704,2060,0.761,0.181,0.0,0.031,0.027,1567,1.09
Richmond,032300,465,0.576,0.344,0.009,0.0,0.071,268,1.04
Richmond,004000,4689,0.534,0.364,0.0,0.0,0.102,2506,1.02
Richmond,012804,1838,0.676,0.218,0.011,0.022,0.073,1242,1.04
Richmond,013302,1220,0.475,0.375,0.008,0.01,0.132,580,1.05
Richmond,015400,0,,,,,,0,
Richmond,016901,1583,0.747,0.192,0.0,0.0,0.061,1182,1.06
Richmond,017007,2507,0.721,0.252,0.012,0.0,0.015,1807,1.06
Richmond,027302,1528,0.854,0.118,0.006,0.0,0.022,1305,1.12
Richmond,027702,3093,0.663,0.317,0.0,0.005,0.015,2052,1.04
Richmond,027900,754,0.867,0.08,0.024,0.0,0.029,654,1.06
Richmond,030302,2802,0.727,0.257,0.0,0.0,0.016,2036,1.05
Richmond,014605,1754,0.741,0.2,0.007,0.015,0.037,1299,1.08
Richmond,017008,3344,0.815,0.169,0.005,0.0,0.011,2724,1.06
Richmond,003600,1342,0.594,0.347,0.0,0.0,0.059,797,1.05
Richmond,011202,2578,0.578,0.37,0.0,0.022,0.03,1491,1.17
Richmond,029103,4137,0.634,0.331,0.0,0.011,0.024,2624,1.06
Richmond,015100,2381,0.706,0.288,0.0,0.0,0.006,1680,1.1
Richmond,015603,1961,0.661,0.301,0.0,0.005,0.033,1297,1.05
Richmond,018902,2342,0.702,0.251,0.0,0.011,0.036,1644,1.09
Richmond,020100,1622,0.682,0.27,0.0,0.0,0.048,1107,1.07
Richmond,029102,1398,0.829,0.153,0.006,0.011,0.001,1159,1.15
Richmond,030301,2327,0.664,0.278,0.0,0.004,0.054,1546,1.03
Richmond,000800,2128,0.427,0.433,0.022,0.004,0.114,909,1.14
Richmond,003900,1144,0.594,0.235,0.006,0.0,0.165,679,1.08
Richmond,012500,1244,0.564,0.286,0.0,0.0,0.15,701,1.07
Richmond,013400,1623,0.642,0.229,0.012,0.012,0.105,1042,1.06
Richmond,002001,1304,0.533,0.41,0.023,0.0,0.034,695,1.09
Richmond,006400,1292,0.555,0.367,0.017,0.013,0.048,717,1.04
Richmond,011401,1143,0.539,0.304,0.044,0.0,0.113,616,1.07
Richmond,024401,2710,0.809,0.17,0.0,0.008,0.013,2192,1.07
Richmond,024402,1874,0.793,0.18,0.005,0.0,0.022,1486,1.03
Richmond,027705,2410,0.662,0.247,0.0,0.007,0.084,1595,1.1
Richmond,027706,1478,0.66,0.252,0.0,0.016,0.072,975,1.12
Richmond,990100,0,,,,,,0,
Richmond,013204,2431,0.701,0.22,0.012,0.007,0.06,1704,1.08
Richmond,013800,2886,0.715,0.237,0.012,0.003,0.033,2063,1.05
Richmond,014700,1483,0.74,0.198,0.0,0.0,0.062,1097,1.03
Richmond,019700,770,0.76,0.199,0.0,0.029,0.012,585,1.06
Richmond,020804,2498,0.776,0.163,0.022,0.003,0.036,1938,1.08
Richmond,023900,1675,0.539,0.364,0.0,0.01,0.087,902,1.07
Richmond,024800,2318,0.779,0.127,0.04,0.011,0.043,1806,1.06
Richmond,002100,1929,0.404,0.394,0.0,0.009,0.193,780,1.11
Richmond,000700,1821,0.323,0.271,0.014,0.0,0.392,589,1.05
Richmond,000300,1108,0.31,0.339,0.0,0.026,0.325,344,1.08
Richmond,000900,609,0.255,0.3,0.0,0.003,0.442,155,1.08
Richmond,002700,413,0.47,0.283,0.094,0.044,0.109,194,1.29
Richmond,002900,1560,0.348,0.469,0.0,0.018,0.165,543,1.17
Richmond,006700,1414,0.633,0.071,0.0,0.006,0.29,895,1.08
Richmond,012805,1213,0.643,0.35,0.0,0.0,0.007,780,1.04
Richmond,012806,2479,0.615,0.306,0.009,0.013,0.057,1524,1.07
Richmond,014607,2085,0.686,0.26,0.0,0.004,0.05,1430,1.07
Richmond,014608,1634,0.682,0.25,0.0,0.011,0.057,1115,1.05
Richmond,017011,2180,0.716,0.228,0.0,0.0,0.056,1561,1.08
Richmond,017012,1753,0.797,0.171,0.005,0.0,0.027,1397,1.07
Richmond,018100,1059,0.775,0.095,0.023,0.02,0.087,821,1.05
Richmond,019800,3794,0.733,0.198,0.025,0.004,0.04,2781,1.03
Richmond,022800,19,1.0,0.0,0.0,0.0,0.0,19,1.15
Richmond,008100,1557,0.445,0.41,0.007,0.009,0.129,693,1.07
Richmond,014604,2900,0.753,0.156,0.066,0.0,0.025,2185,1.1
Richmond,014606,3094,0.718,0.178,0.012,0.002,0.09,2222,1.07
Richmond,017005,2433,0.703,0.199,0.011,0.024,0.063,1711,1.07
Richmond,017300,832,0.653,0.236,0.0,0.006,0.105,543,1.07
Richmond,017600,2186,0.767,0.188,0.011,0.016,0.018,1677,1.04
